,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,pbr_rank,회사명,magic,magic_rank,final_rank
0,엔케이,500,828,79983,1.64,673643,-3.3,-25.29,1085,1458,561,-65,0.02,71.83,1085,1458,561,-65.0,0.02,71.83,2.0,엔케이,0.1267149607666169,1104.0,1106.0
1,JW홀딩스,500,3662,66452,5.17,296172,-13.34,-20.18,7264,12435,8918,27,0.14,-91.79,7264,12435,8918,27.0,0.14,-91.79,8.0,JW홀딩스,0.8137571316742807,93.0,101.0
2,원림,5000,387,2200,1.11,27251,28.85,3.33,791,1631,468,42,0.14,111.58,791,1631,468,42.0,0.14,111.58,8.0,원림,0.13925016315944722,1068.0,1076.0
3,삼천리,5000,2709,4055,18.17,6311,18.96,2.98,34616,39124,25194,856,0.16,1.95,34616,39124,25194,856.0,0.16,1.95,11.0,삼천리,0.2603440246945573,688.0,699.0
4,웹스,500,225,13698,1.86,61473,45.56,-0.58,285,686,297,4,0.16,10.89,285,686,297,4.0,0.16,10.89,11.0,웹스,0.16968104513511523,977.0,988.0
5,동화약품,1000,4469,27931,4.72,779952,45.45,3.15,3072,3760,752,99,0.18,-11.65,3072,3760,752,99.0,0.18,-11.65,12.0,동화약품,0.4045928551679975,382.0,394.0
6,동국알앤에스,1000,411,18400,2.46,55651,15.31,2.99,1018,1256,466,36,0.21,-37.29,1018,1256,466,36.0,0.21,-37.29,13.0,동국알앤에스,0.2168674555826664,838.0,851.0
7,메디톡스,500,8040,5977,18.42,569384,120.63,10.24,2059,4215,1588,257,0.22,-69.95,2059,4215,1588,257.0,0.22,-69.95,14.0,메디톡스,0.5191485927430785,250.0,264.0
8,대상,1000,9268,34648,16.93,287807,7.03,11.17,29640,23971,13749,1298,0.24,8.03,29640,23971,13749,1298.0,0.24,8.03,17.0,대상,0.7380462852747753,120.0,137.0
9,진성티이씨,500,1729,22482,1.89,398844,8.31,16.91,3556,2755,1359,299,0.25,6.96,3556,2755,1359,299.0,0.25,6.96,20.0,진성티이씨,0.44880121260229205,321.0,341.0
10,파인디앤씨,500,457,26360,0.65,185900,-21.96,-8.43,775,1036,583,-4,0.25,-120.81,775,1036,583,-4.0,0.25,-120.81,20.0,파인디앤씨,0.17699264717248964,959.0,979.0
11,벽산,500,1210,68560,5.74,426591,-28.02,-1.18,4335,4627,1712,-38,0.26,-138.57,4335,4627,1712,-38.0,0.26,-138.57,21.0,벽산,0.21538619055181368,842.0,863.0
12,DRB동일,500,1313,19930,1.84,851162,14.45,2.54,5470,7453,2838,265,0.29,-2.11,5470,7453,2838,265.0,0.29,-2.11,23.0,DRB동일,0.25830532637734066,696.0,719.0
13,대주산업,500,418,35392,4.36,500186,23.6,3.51,843,871,350,27,0.29,-19.49,843,871,350,27.0,0.29,-19.49,23.0,대주산업,0.23983381601274795,749.0,772.0
14,아시아나IDT,500,1782,11100,0.55,126490,-21.37,-5.44,2461,2286,872,114,0.32,-28.01,2461,2286,872,114.0,0.32,-28.01,25.0,아시아나IDT,0.16816628163767647,983.0,1008.0
15,에이스테크,500,4221,40778,1.53,3349948,-15.52,-11.08,3786,3805,2914,27,0.34,-79.38,3786,3805,2914,27.0,0.34,-79.38,27.0,에이스테크,1.0023234533309129,50.0,77.0
16,한전KPS,200,13478,45000,16.57,111452,8.39,14.98,12469,13594,2960,1939,0.36,1.26,12469,13594,2960,1939.0,0.36,1.26,28.0,한전KPS,0.2586255035928571,695.0,723.0
17,한라,5000,1151,38875,2.75,109203,13.52,0.97,13049,15882,13271,677,0.4,13.06,13049,15882,13271,677.0,0.4,13.06,30.0,한라,0.6604139619333287,148.0,178.0
18,유진기업,500,2938,77311,7.48,451379,9.9,2.61,14578,45279,37365,1280,0.46,-2.18,14578,45279,37365,1280.0,0.46,-2.18,33.0,유진기업,0.3439557469976601,489.0,522.0
19,대성에너지,1000,1316,27500,2.14,13243,12.86,4.28,7749,6972,3907,243,0.5,52.07,7749,6972,3907,243.0,0.5,52.07,37.0,대성에너지,0.3733709707638999,425.0,462.0
20,제이스텍,500,1318,14598,1.78,55862,41.23,1.21,1269,1528,232,4,0.53,-93.63,1269,1528,232,4.0,0.53,-93.63,39.0,제이스텍,0.13568488305262888,1080.0,1119.0
21,나노캠텍,500,450,25705,4.31,169848,-2.5,-26.27,475,725,133,83,0.54,50.41,475,725,133,83.0,0.54,50.41,40.0,나노캠텍,0.2772547782627728,641.0,681.0
22,한국공항,5000,1115,3166,6.56,9145,53.09,5.07,5290,4647,1417,220,0.55,-10.75,5290,4647,1417,220.0,0.55,-10.75,42.0,한국공항,0.14448762844711907,1052.0,1094.0
23,DB,500,1410,201174,2.81,657585,20.03,2.53,2385,3632,1522,185,0.59,1040.94,2385,3632,1522,185.0,0.59,1040.94,43.0,DB,0.26593303152771125,672.0,715.0
24,크리스에프앤씨,1000,2408,11715,0.13,8142,11.56,11.77,2595,2773,603,377,0.61,-13.51,2595,2773,603,377.0,0.61,-13.51,44.0,크리스에프앤씨,0.7913690633166495,103.0,147.0
25,파커스,500,356,13964,0.79,1039647,-13.49,-4.06,1008,1179,352,-41,0.62,-287.16,1008,1179,352,-41.0,0.62,-287.16,45.0,파커스,0.06777034834571742,1249.0,1294.0
26,한컴위드,500,851,28217,1.2,298716,1.76,36.53,158,1742,480,-4,0.74,-259.32,158,1742,480,-4.0,0.74,-259.32,48.0,한컴위드,0.06631878679762142,1251.0,1299.0
27,풍국주정,500,2696,12600,1.7,671293,35.67,5.95,1214,1801,326,105,0.81,-21.63,1214,1801,326,105.0,0.81,-21.63,49.0,풍국주정,0.1729079961002443,968.0,1017.0
28,LS,5000,11608,32200,11.46,70684,-27.58,0.8,101762,107635,64922,3520,0.83,-31.67,101762,107635,64922,3520.0,0.83,-31.67,52.0,LS,0.2926410708800635,595.0,647.0
29,아이크래프트,500,711,14608,0.43,7016141,-64.08,-0.69,738,534,211,0,0.83,-83.41,738,534,211,0.0,0.83,-83.41,52.0,아이크래프트,0.4603416717498029,305.0,357.0
30,오공,500,957,16942,0.67,1511950,12.39,9.79,1519,1269,462,89,0.84,18.85,1519,1269,462,89.0,0.84,18.85,53.0,오공,0.35215146405857733,474.0,527.0
31,아이에이,100,1130,241417,2.1,863858,468.0,3.34,678,1093,495,27,0.85,364.89,678,1093,495,27.0,0.85,364.89,55.0,아이에이,0.28425464453551913,622.0,677.0
32,크리스탈,500,6439,42361,7.36,727958,-13.74,-22.54,140,3792,1540,-106,0.86,-701.25,140,3792,1540,-106.0,0.86,-701.25,56.0,크리스탈,0.021340086495387905,1326.0,1382.0
33,넥스트아이,100,933,77116,57.6,195815,-16.35,-7.29,880,1746,627,37,0.88,-55.97,880,1746,627,37.0,0.88,-55.97,57.0,넥스트아이,0.2139462512517129,845.0,902.0
34,동양철관,500,1201,118885,1.16,590095,27.3,2.24,1634,1642,844,37,0.89,192.93,1634,1642,844,37.0,0.89,192.93,58.0,동양철관,0.2196370840036708,824.0,882.0
35,케이씨피드,500,312,16716,13.23,77054,-5.07,-11.61,643,1015,490,-17,0.9,-575.42,643,1015,490,-17.0,0.9,-575.42,59.0,케이씨피드,0.17699813921315394,958.0,1017.0
36,대성홀딩스,1000,2140,16089,2.98,24782,17.21,3.24,9186,11358,5960,239,0.96,29.43,9186,11358,5960,239.0,0.96,29.43,61.0,대성홀딩스,0.23327997660429653,769.0,830.0
37,노바텍,500,956,5016,0.65,47201,10.5,16.42,261,400,66,55,0.97,-17.19,261,400,66,55.0,0.97,-17.19,63.0,노바텍,0.33045364472555533,515.0,578.0
38,한솔케미칼,5000,14345,11295,28.71,121464,14.57,20.88,5876,9392,4186,1114,0.97,19.05,5876,9392,4186,1114.0,0.97,19.05,63.0,한솔케미칼,0.33762632406524623,500.0,563.0
39,삼영엠텍,500,462,13000,1.71,154067,12.82,4.57,698,1200,401,31,1.06,270.25,698,1200,401,31.0,1.06,270.25,65.0,삼영엠텍,0.13617423896617661,1078.0,1143.0
40,현대에이치씨엔,500,4792,112877,16.23,249925,13.39,5.19,2929,8135,720,408,1.08,-12.7,2929,8135,720,408.0,1.08,-12.7,66.0,현대에이치씨엔,0.14520769819347124,1050.0,1116.0
41,와이솔,500,3634,28172,4.9,392163,12.9,10.19,3703,4190,786,400,1.11,-27.06,3703,4190,786,400.0,1.11,-27.06,67.0,와이솔,0.24658159836885996,728.0,795.0
42,이리츠코크렙,500,3693,63342,0.1,27198,28.03,2.48,210,7201,4558,161,1.13,1.92,210,7201,4558,161.0,1.13,1.92,69.0,이리츠코크렙,0.0795755821501077,1220.0,1289.0
43,이리츠코크렙,500,3693,63342,0.1,27198,28.03,2.48,210,7201,4558,161,1.13,1.92,210,7201,4558,161.0,1.13,1.92,69.0,이리츠코크렙,0.0786873677962965,1221.0,1290.0
44,이리츠코크렙,500,3693,63342,0.1,27198,28.03,2.48,210,7201,4558,161,1.13,1.92,210,7201,4558,161.0,1.13,1.92,69.0,이리츠코크렙,0.07825300831107922,1224.0,1293.0
45,이리츠코크렙,500,3693,63342,0.1,27198,28.03,2.48,210,7201,4558,161,1.13,1.92,210,7201,4558,161.0,1.13,1.92,69.0,이리츠코크렙,0.07737955638860762,1226.0,1295.0
46,예스코홀딩스,5000,2043,6000,15.08,1223,11.66,3.61,11082,15443,9353,221,1.17,-12.18,11082,15443,9353,221.0,1.17,-12.18,70.0,예스코홀딩스,0.24005360863015388,747.0,817.0
47,CSA 코스믹,500,1546,37072,1.59,0,-11.81,-38.05,643,332,167,-57,1.2,-28432.76,643,332,167,-57.0,1.2,-28432.76,71.0,CSA 코스믹,1.6687487941185633,14.0,85.0
48,신흥,500,868,9600,0.03,2379,11.59,2.33,1230,1467,587,30,1.21,170.49,1230,1467,587,30.0,1.21,170.49,72.0,신흥,0.3495032811180064,479.0,551.0
49,신풍제약,500,16001,52985,2.5,2195400,671.11,0.8,1897,3807,1710,20,1.25,-71.58,1897,3807,1710,20.0,1.25,-71.58,75.0,신풍제약,0.3633621007663036,446.0,521.0
50,명문제약,500,1641,25921,2.64,686918,-6.59,-24.55,1493,2644,1842,-143,1.25,-389.54,1493,2644,1842,-143.0,1.25,-389.54,75.0,명문제약,0.853331047569671,80.0,155.0
51,코리아나,500,1666,40000,4.48,254170,-143.62,0.76,1172,1223,447,31,1.27,50.0,1172,1223,447,31.0,1.27,50.0,76.0,코리아나,0.6851394236926716,142.0,218.0
52,AK홀딩스,5000,2371,13248,11.39,33880,-4.09,3.38,37595,43280,28980,1313,1.3,-51.31,37595,43280,28980,1313.0,1.3,-51.31,78.0,AK홀딩스,0.6483226951451387,154.0,232.0
53,한국타이어앤테크놀로지,500,31464,123875,37.28,220558,7.99,6.03,68833,101646,29774,5440,1.3,-22.58,68833,101646,29774,5440.0,1.3,-22.58,78.0,한국타이어앤테크놀로지,0.26744029245921,667.0,745.0
54,자화전자,500,1199,17900,9.21,51031,-11.92,-0.1,3630,3485,699,-92,1.31,-18.67,3630,3485,699,-92.0,1.31,-18.67,79.0,자화전자,0.14923459559954935,1039.0,1118.0
55,무림페이퍼,2500,859,41609,6.13,42091,-7.02,-2.17,11237,21585,14706,688,1.32,-44.54,11237,21585,14706,688.0,1.32,-44.54,80.0,무림페이퍼,0.22429324888113705,803.0,883.0
56,흥아해운,500,301,116733,23.23,0,-0.52,-98.7,1022,4310,4000,-124,1.34,-10.37,1022,4310,4000,-124.0,1.34,-10.37,81.0,흥아해운,0.18313662840221548,936.0,1017.0
57,엔지켐생명과학,500,8183,8225,10.55,160427,-45.73,-25.41,315,850,110,-164,1.4,-14.47,315,850,110,-164.0,1.4,-14.47,84.0,엔지켐생명과학,0.0359863147576856,1308.0,1392.0
58,코미팜,100,10880,64186,3.04,325086,-48.71,-25.64,355,1256,495,-54,1.42,12.54,355,1256,495,-54.0,1.42,12.54,86.0,코미팜,0.14989654228716956,1035.0,1121.0
59,SBS콘텐츠허브,500,1206,21464,0.86,58838,56.2,0.36,1621,1971,418,19,1.44,-40.31,1621,1971,418,19.0,1.44,-40.31,87.0,SBS콘텐츠허브,0.04940638389417335,1286.0,1373.0
60,웅진씽크빅,500,2882,117402,2.94,375723,-1.99,-35.62,6522,24630,19818,217,1.45,-36.3,6522,24630,19818,217.0,1.45,-36.3,88.0,웅진씽크빅,0.7734196242578842,106.0,194.0
61,세진티에스,500,210,8397,1.84,25633,-10.39,-5.49,212,409,34,-3,1.49,82.44,212,409,34,-3.0,1.49,82.44,91.0,세진티에스,0.10529144011869042,1156.0,1247.0
62,화승알앤에이,500,1062,64561,2.42,186322,5.98,9.62,15520,12116,9493,650,1.56,20.44,15520,12116,9493,650.0,1.56,20.44,94.0,화승알앤에이,1.0752722708249431,41.0,135.0
63,동원시스템즈,5000,5367,25619,1.44,21621,14.64,8.69,10424,11546,5808,752,1.56,-4.58,10424,11546,5808,752.0,1.56,-4.58,94.0,동원시스템즈,0.227744322414877,791.0,885.0
64,국동,500,1054,37188,0.3,1232747,-8.94,-7.07,2231,1333,688,-42,1.61,-174.46,2231,1333,688,-42.0,1.61,-174.46,100.0,국동,0.5367685307323763,225.0,325.0
65,성창오토텍,500,492,7300,7.55,42693,3370.0,-0.58,1328,1109,683,-4,1.63,-317.2,1328,1109,683,-4.0,1.63,-317.2,101.0,성창오토텍,0.3565887473708341,464.0,565.0
66,유틸렉스,500,5803,7431,30.51,186427,-30.77,-24.42,4,760,132,-183,1.7,-33.56,4,760,132,-183.0,1.7,-33.56,104.0,유틸렉스,0.006507933502856082,1338.0,1442.0
67,광진윈텍,500,261,9658,1.84,60116,10.38,5.3,954,967,525,37,1.7,241.86,954,967,525,37.0,1.7,241.86,104.0,광진윈텍,0.4542038875196464,310.0,414.0
68,진로발효,500,2010,6621,10.42,2906,14.56,15.81,884,911,117,165,1.7,-0.2,884,911,117,165.0,1.7,-0.2,104.0,진로발효,0.2461070961815178,733.0,837.0
69,유니온,500,802,15612,0.56,549933,-3.76,-14.93,2124,3252,1824,109,1.71,1618.95,2124,3252,1824,109.0,1.71,1618.95,105.0,유니온,0.273661038062894,646.0,751.0
70,드림시큐리티,100,1703,50606,0.56,1293902,27.14,5.72,288,773,130,18,1.76,-43.69,288,773,130,18.0,1.76,-43.69,107.0,드림시큐리티,0.12119561813538153,1118.0,1225.0
71,나노엔텍,500,2218,26727,0.65,1816396,30.51,15.1,263,466,56,31,1.78,7.97,263,466,56,31.0,1.78,7.97,108.0,나노엔텍,0.3097235515890487,553.0,661.0
72,신풍제지,500,451,34959,0.51,18554,5.29,32.25,1569,1856,1167,114,1.8,-6.63,1569,1856,1167,114.0,1.8,-6.63,109.0,신풍제지,0.35670024527470273,463.0,572.0
73,삼영무역,500,2548,18467,19.84,19935,7.75,10.32,2742,5109,1134,92,1.85,35.12,2742,5109,1134,92.0,1.85,35.12,110.0,삼영무역,0.06533806667585985,1253.0,1363.0
74,에너토크,500,348,9756,21.91,24085,108.03,1.2,235,429,28,2,1.86,-84.8,235,429,28,2.0,1.86,-84.8,111.0,에너토크,0.16205182134761786,997.0,1108.0
75,샘표,1000,1599,2876,8.68,19912,12.07,7.75,2810,3386,822,295,1.87,50.16,2810,3386,822,295.0,1.87,50.16,112.0,샘표,0.5153855207045247,253.0,365.0
76,코오롱,5000,2298,12626,9.98,123232,4.97,-2.61,44060,36313,28967,1245,1.88,18.58,44060,36313,28967,1245.0,1.88,18.58,113.0,코오롱,0.6348864526394845,161.0,274.0
77,샘표식품,500,1932,4568,6.12,28492,6.28,18.57,2808,2258,688,310,1.89,44.45,2808,2258,688,310.0,1.89,44.45,115.0,샘표식품,0.8346122591926104,87.0,202.0
78,넥센타이어,500,5450,97668,7.94,238647,5.44,7.94,20223,34361,18781,2074,1.93,13.66,20223,34361,18781,2074.0,1.93,13.66,116.0,넥센타이어,0.39581897025841484,396.0,512.0
79,영신금속,500,185,12833,2.31,38947,3.7,14.69,1198,1331,912,64,1.96,133.93,1198,1331,912,64.0,1.96,133.93,117.0,영신금속,0.5428329036004295,221.0,338.0
80,에스에프씨,500,92,43982,3.75,13849794,-1.3,-13.41,364,978,296,-78,1.98,49.14,364,978,296,-78.0,1.98,49.14,120.0,에스에프씨,0.061961443078464205,1266.0,1386.0
81,한익스프레스,500,540,12000,3.39,73974,7.84,8.3,5774,2665,1944,119,2.02,25.7,5774,2665,1944,119.0,2.02,25.7,122.0,한익스프레스,0.2872554944451636,614.0,736.0
82,액트로,500,909,10065,2.92,65493,5.93,21.0,1078,990,230,130,2.1,-22.69,1078,990,230,130.0,2.1,-22.69,124.0,액트로,0.253867661819715,712.0,836.0
83,큐로홀딩스,500,567,79353,1.89,89094,-8.31,-34.12,258,492,240,8,2.12,237.46,258,492,240,8.0,2.12,237.46,127.0,큐로홀딩스,0.2702535167041112,657.0,784.0
84,GKL,500,8010,61856,6.34,386961,10.22,12.62,4908,9094,3243,968,2.17,-7.86,4908,9094,3243,968.0,2.17,-7.86,129.0,GKL,0.22922859084915517,782.0,911.0
85,금비,5000,644,1000,0.1,62715,18.14,6.48,2014,2602,966,124,2.24,-2.17,2014,2602,966,124.0,2.24,-2.17,131.0,금비,0.26836205289442605,665.0,796.0
86,상아프론테크,500,3986,15451,1.91,1756055,41.35,9.47,1862,2483,1045,149,2.25,5.27,1862,2483,1045,149.0,2.25,5.27,132.0,상아프론테크,0.27297896330417565,648.0,780.0
87,이루온,500,363,27275,1.53,221517,38.0,1.58,494,591,246,10,2.3,-22.75,494,591,246,10.0,2.3,-22.75,133.0,이루온,0.3521138200149647,475.0,608.0
88,디티알오토모티브,500,2638,9994,5.61,7263,3.84,11.5,9298,9117,2856,802,2.34,11.91,9298,9117,2856,802.0,2.34,11.91,134.0,디티알오토모티브,0.2296646367979409,781.0,915.0
89,우주일렉트로,500,2493,9934,7.97,232642,21.71,6.37,1910,2515,619,159,2.36,2077.24,1910,2515,619,159.0,2.36,2077.24,135.0,우주일렉트로,0.23768381530815325,756.0,891.0
90,HB테크놀러지,500,1817,78990,3.29,2605330,18.85,2.02,2806,2861,1008,101,2.43,-0.64,2806,2861,1008,101.0,2.43,-0.64,138.0,HB테크놀러지,0.20296861060298316,884.0,1022.0
91,웰크론한텍,500,336,19980,0.85,68378,-12.82,-2.99,2708,1539,896,-58,2.43,-267.62,2708,1539,896,-58.0,2.43,-267.62,138.0,웰크론한텍,0.16888018326032728,979.0,1117.0
92,아이디스,500,3049,10716,1.21,155188,34.03,1.26,1119,1707,184,33,2.43,1159.16,1119,1707,184,33.0,2.43,1159.16,138.0,아이디스,0.23594317547328555,763.0,901.0
93,스맥,500,563,29170,1.78,417327,-3.83,-17.61,1370,2250,1285,-148,2.44,-2200.27,1370,2250,1285,-148.0,2.44,-2200.27,139.0,스맥,0.15758927742056972,1012.0,1151.0
94,인디에프,500,1161,58933,0.4,1544672,-32.3,-5.02,2025,1494,867,-16,2.49,-178.35,2025,1494,867,-16.0,2.49,-178.35,140.0,인디에프,1.6391033030346185,16.0,156.0
95,인산가,100,471,26508,2.76,97402,11.53,11.45,259,498,190,40,2.51,-5.3,259,498,190,40.0,2.51,-5.3,142.0,인산가,0.5470558523398484,213.0,355.0
96,체리부로,500,648,27872,1.94,10478313,-2.16,-21.23,3015,2804,1845,-145,2.61,-2834.09,3015,2804,1845,-145.0,2.61,-2834.09,145.0,체리부로,0.17992325488141223,952.0,1097.0
97,녹십자,5000,18640,11687,18.2,145392,-144.21,-0.35,13697,19593,7752,403,2.61,-19.73,13697,19593,7752,403.0,2.61,-19.73,145.0,녹십자,0.31443512053180833,542.0,687.0
98,한일철강,500,367,22322,0.41,24424,-3.07,-6.98,1730,3194,1703,-73,2.62,-254.58,1730,3194,1703,-73.0,2.62,-254.58,146.0,한일철강,0.027060221542709487,1317.0,1463.0
99,아이씨케이,200,1221,31180,0.0,671124,-177.95,0.05,247,359,211,-2,2.63,92.98,247,359,211,-2.0,2.63,92.98,148.0,아이씨케이,0.39930163931394513,388.0,536.0
100,골프존뉴딘홀딩스,500,2245,42837,2.34,174822,-9.42,-6.89,2289,7764,3292,-36,2.65,-425.38,2289,7764,3292,-36.0,2.65,-425.38,149.0,골프존뉴딘홀딩스,0.1975094309766904,894.0,1043.0
101,유라테크,500,706,11520,1.45,256403,14.95,2.15,2035,1329,252,22,2.67,414.1,2035,1329,252,22.0,2.67,414.1,151.0,유라테크,0.1498771141452046,1036.0,1187.0
102,일동제약,1000,3773,23803,7.61,216018,-18.45,-5.08,5175,6127,3598,-14,2.69,-104.84,5175,6127,3598,-14.0,2.69,-104.84,153.0,일동제약,0.9187954234032782,65.0,218.0
103,빙그레,5000,6256,9851,25.3,37835,15.05,7.36,8783,6849,1138,458,2.71,16.41,8783,6849,1138,458.0,2.71,16.41,155.0,빙그레,0.4048373330567579,380.0,535.0
104,계양전기,500,936,32600,3.29,77337,1435.0,0.07,3750,2799,954,32,2.73,-63.11,3750,2799,954,32.0,2.73,-63.11,156.0,계양전기,0.340012297592966,497.0,653.0
105,와이제이엠게임즈,100,807,54147,2.75,123186,-16.02,-8.33,406,917,191,21,2.77,144.24,406,917,191,21.0,2.77,144.24,157.0,와이제이엠게임즈,0.16429384020840404,994.0,1151.0
106,신영와코루,5000,837,900,26.52,2750,17.75,1.24,1762,3390,296,14,2.78,89.6,1762,3390,296,14.0,2.78,89.6,159.0,신영와코루,0.3414340940506545,491.0,650.0
107,코오롱플라스틱,1000,1436,38000,1.51,195934,42.47,2.75,3303,3387,1411,103,2.79,-46.8,3303,3387,1411,103.0,2.79,-46.8,161.0,코오롱플라스틱,0.19235242165498082,908.0,1069.0
108,핸즈코퍼레이션,500,1310,21863,0.41,12151,18.04,2.13,6177,8511,5268,187,2.79,77.95,6177,8511,5268,187.0,2.79,77.95,161.0,핸즈코퍼레이션,0.2518947959343375,722.0,883.0
109,성신양회,5000,1510,24516,5.96,333456,17.45,4.43,7074,10294,6291,208,2.81,-30.3,7074,10294,6291,208.0,2.81,-30.3,162.0,성신양회,0.33524685551517724,504.0,666.0
110,이노션,500,9370,20000,29.72,73257,12.39,9.88,12743,20755,12945,1219,2.83,3.1,12743,20755,12945,1219.0,2.83,3.1,163.0,이노션,0.6606910121484884,147.0,310.0
111,아미노로직스,100,1910,87827,1.12,935989,-67.97,-2.29,190,578,59,-8,2.88,-118.21,190,578,59,-8.0,2.88,-118.21,165.0,아미노로직스,0.06351673935654338,1260.0,1425.0
112,현대비앤지스틸,5000,1075,15079,5.0,84782,4.79,5.55,7333,6086,2057,365,2.89,4.22,7333,6086,2057,365.0,2.89,4.22,166.0,현대비앤지스틸,0.18225411128622912,941.0,1107.0
113,동방아그로,500,859,13618,28.87,8557,19.97,4.79,1246,1940,569,78,2.92,14.18,1246,1940,569,78.0,2.92,14.18,167.0,동방아그로,0.26164577377832826,683.0,850.0
114,GH신소재,500,358,11000,4.15,250272,23.59,5.43,672,802,373,16,2.93,142.05,672,802,373,16.0,2.93,142.05,168.0,GH신소재,0.15806243463145167,1011.0,1179.0
115,BGF리테일,1000,23852,17284,32.09,23331,16.75,26.46,59461,21724,15498,1966,2.95,3.75,59461,21724,15498,1966.0,2.95,3.75,169.0,BGF리테일,1.6969388898871585,12.0,181.0
116,브이티지엠피,500,2921,34002,3.09,427313,52.06,4.98,1128,1359,746,103,3.0,-23.43,1128,1359,746,103.0,3.0,-23.43,172.0,브이티지엠피,0.6709629232963636,143.0,315.0
117,쏠리드,500,2708,52185,1.65,567016,21.45,4.97,2293,2838,1601,-35,3.01,-432.4,2293,2838,1601,-35.0,3.01,-432.4,173.0,쏠리드,0.5300241233911797,239.0,412.0
118,풍강,500,265,9879,4.91,27327,34.81,1.81,815,884,274,15,3.05,109.61,815,884,274,15.0,3.05,109.61,174.0,풍강,0.15568362796362264,1018.0,1192.0
119,원익IPS,500,16566,49084,26.6,361727,32.08,9.16,6692,8992,3326,411,3.07,-61.17,6692,8992,3326,411.0,3.07,-61.17,176.0,원익IPS,0.49256858183098673,278.0,454.0
120,WISCOM,500,342,15326,3.95,35632,33.28,0.92,1155,1342,162,8,3.15,340.06,1155,1342,162,8.0,3.15,340.06,178.0,WISCOM,0.05912610834521968,1274.0,1452.0
121,에스피지,500,1215,20877,2.33,49013,14.48,5.76,3152,2757,1445,103,3.19,-14.92,3152,2757,1445,103.0,3.19,-14.92,179.0,에스피지,0.45276196365247867,312.0,491.0
122,엠에스씨,500,769,17600,0.75,44440,6.65,13.76,1492,1582,679,147,3.2,8.86,1492,1582,679,147.0,3.2,8.86,183.0,엠에스씨,0.35630175775473577,466.0,649.0
123,국제약품,1000,1417,18401,1.19,838637,-74.76,-7.35,1111,1346,736,56,3.2,69.48,1111,1346,736,56.0,3.2,69.48,183.0,국제약품,0.8692700888423545,77.0,260.0
124,메디포스트,500,4443,15618,8.87,161720,-42.34,-11.85,458,2137,1018,-81,3.22,-22.31,458,2137,1018,-81.0,3.22,-22.31,185.0,메디포스트,0.25924061639729556,692.0,877.0
125,SK네트웍스,2500,12211,248188,12.13,403600,-9.35,-5.85,130542,101388,78335,1094,3.23,-18.1,130542,101388,78335,1094.0,3.23,-18.1,186.0,SK네트웍스,0.48338598843597647,285.0,471.0
126,일성건설,500,520,54025,65.24,317720,21.86,2.05,3758,3509,2598,74,3.24,-25.02,3758,3509,2598,74.0,3.24,-25.02,188.0,일성건설,0.2835505326365806,624.0,812.0
127,송원산업,500,3180,24000,18.13,159943,8.58,8.24,8143,8943,4587,593,3.25,9.24,8143,8943,4587,593.0,3.25,9.24,190.0,송원산업,0.3821860916798483,411.0,601.0
128,신세계푸드,5000,2126,3872,2.7,8516,-248.42,1.38,13201,7333,4182,222,3.25,-19.02,13201,7333,4182,222.0,3.25,-19.02,190.0,신세계푸드,0.5480230795383402,211.0,401.0
129,현대건설,5000,39865,111356,21.28,11225017,9.16,6.3,172788,182270,95120,8597,3.28,2.34,172788,182270,95120,8597.0,3.28,2.34,191.0,현대건설,0.19803884850249834,892.0,1083.0
130,미디어젠,500,281,4638,0.49,56966,-42.68,-4.11,138,305,124,-7,3.33,-240.73,138,305,124,-7.0,3.33,-240.73,193.0,미디어젠,0.5975263554106738,179.0,372.0
131,삼표시멘트,500,3639,107357,1.75,8789025,11.65,2.96,5955,13470,7118,481,3.38,6348.81,5955,13470,7118,481.0,3.38,6348.81,196.0,삼표시멘트,0.158303132873862,1009.0,1205.0
132,KG이니시스,500,6613,27904,18.72,568774,13.32,21.61,9561,12780,8973,861,3.4,42.57,9561,12780,8973,861.0,3.4,42.57,198.0,KG이니시스,0.9382591435496137,62.0,260.0
133,한화,5000,17016,74959,19.08,435197,18.9,2.09,504124,1822862,1640222,11257,3.43,-37.67,504124,1822862,1640222,11257.0,3.43,-37.67,199.0,한화,0.20548904726140882,875.0,1074.0
134,율촌화학,500,3807,24800,4.84,147797,17.54,5.37,5066,6065,2645,258,3.44,45.39,5066,6065,2645,258.0,3.44,45.39,201.0,율촌화학,0.19501580327375478,900.0,1101.0
135,상신브레이크,500,532,21471,2.58,27224,-18.51,2.4,3919,4523,2754,157,3.49,-24.23,3919,4523,2754,157.0,3.49,-24.23,204.0,상신브레이크,0.4888289709151747,282.0,486.0
136,뷰웍스,500,3651,10002,26.68,59780,13.84,16.03,1360,1810,196,264,3.51,17.14,1360,1810,196,264.0,3.51,17.14,205.0,뷰웍스,0.44549729574767105,325.0,530.0
137,엠케이전자,500,1758,21808,4.16,161933,16.22,2.34,7316,18314,9577,1267,3.56,-27.06,7316,18314,9577,1267.0,3.56,-27.06,212.0,엠케이전자,0.16886052779684343,980.0,1192.0
